CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7003224,3813,19,23,Agent,Small Business,Under Graduate,Male,4,Manager,6,Married,23834,0,3,591083,North,Half Yearly,8,5
7003225,4730,19,19,Agent,Salaried,Post Graduate,Male,5,Executive,6,Married,22523,0,1,827720,North,Yearly,8,1
7003226,3076,15,6,Agent,Salaried,Graduate,Male,2,Manager,6,Married,23665,0,4,556837,West,Monthly,11,3
7003227,5443,27,27,Agent,Small Business,Under Graduate,Female,6,Manager,6,Married,23665,0,8,892644,West,Yearly,1,4
7003228,4746,24,24,Agent,Small Business,Under Graduate,Male,4,Executive,2,Single,21574,0,2,474628,North,Half Yearly,3,1
7003229,4806,24,10,Third Party Partner,Small Business,Under Graduate,Fe male,4,Executive,2,Single,20026,1,10,595974,North,Half Yearly,1,5
7003230,3812,8,23,Agent,Salaried,Graduate,Female,4,VP,4,Married,38115,0,5,499307,North,Half Yearly,1,4
7003231,3875,12,23,Agent,Small Business,Under Graduate,Male,5,Manager,4,Married,21526,0,5,647072,North,Yearly,8,4
7003232,4045,20,16,Agent,Salaried,Graduate,Female,5,Senior Manager,4,Married,28892,0,2,412578,North,Yearly,13,1
7003233,4747,19,9,Online,Salaried,Graduate,Female,4,Manager,4,Married,22605,0,11,811746,West,Half Yearly,10,5
7003234,5572,33,33,Agent,Salaried,Graduate,Male,4,Manager,4,Married,24225,0,3,763330,West,Half Yearly,3,1
7003235,3055,6,12,Third Party Partner,Small Business,Under Graduate,Female,4,Manager,4,Single,23499,0,3,433792,West,Half Yearly,9,3
7003236,4361,13,26,Agent,Salaried,Post Graduate,Female,5,Manager,2,Married,24227,0,5,510221,West,Yearly,10,4
7003237,5767,17,29,Agent,Small Business,Under Graduate,Female,5,Senior Manager,4,Married,26213,1,5,1049569,West,Yearly,3,5
7003238,3452,14,21,Agent,Small Business,Under Graduate,Male,5,Senior Manager,6,Married,28763,0,1,396929,West,Yearly,1,5
7003239,2239,9,4,Agent,Small Business,Under Graduate,Female,4,Executive,5,Married,22393,0,1,382920,North,Half Yearly,8,1
7003240,5808,35,12,Agent,Salaried,Graduate,Female,4,Senior Manager,2,Single,26402,1,15,993243,West,Half Yearly,4,4
7003241,5324,32,21,Third Party Partner,Salaried,MBA,Male,4,Manager,2,Married,24200,1,5,851840,West,Half Yearly,3,5
7003242,5049,20,10,Third Party Partner,Small Business,Under Graduate,Male,5,AVP,2,Married,33659,0,,550325,West,Yearly,3,5
7003243,2390,14,12,Agent,Small Business,Under Graduate,Male,6,Manager,2,Married,23897,1,1,341727,West,Yearly,3,1
7003244,2222,7,9,Third Party Partner,Large Business,Engineer,Female,4,Executive,2,Single,22217,1,5,417680,West,Half Yearly,4,3
7003245,2417,10,10,Agent,Small Business,Under Graduate,Female,2,Executive,4,Married,21974,0,1,377074,West,Monthly,3,4
7003246,5259,32,11,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,2,Single,21037,0,1,867776,West,Half Yearly,3,3
7003247,3918,24,8,Agent,Salaried,Graduate,Male,4,Executive,6,Single,20623,1,2,470204,North,Half Yearly,4,3
7003248,4622,28,23,Agent,Small Business,Under Graduate,Male,5,Manager,4,Single,24326,0,4,868925,West,Yearly,5,4
7003249,5293,32,21,Agent,Salaried,Graduate,Female,4,Senior Manager,6,Married,26465,0,2,703969,West,Half Yearly,3,4
7003250,3786,15,8,Third Party Partner,Salaried,Graduate,Male,2,Manager,4,Married,23663,0,1,613345,North,Monthly,8,1
7003251,5225,10,16,Agent,Small Business,Under Graduate,Male,4,Manager,5,Married,23752,0,8,867423,North,Half Yearly,1,3
7003252,3836,15,23,Agent,Salaried,Post Graduate,Female,4,AVP,5,Married,34870,0,,629055,North,Half Yearly,3,4
7003253,4124,16,4,Agent,Salaried,Graduate,Female,5,Senior Manager,6,Married,,0,2,511423,West,Yearly,12,3
7003254,2549,15,10,Agent,Small Business,Under Graduate,Female,4,Executive,4,Single,21240,0,1,300758,West,Half Yearly,3,4
7003255,5734,17,23,Agent,Salaried,Graduate,Female,4,Manager,5,Married,23890,0,9,980446,North,Half Yearly,10,5
7003256,3071,15,15,Agent,Salaried,Graduate,Male,4,Executive,5,Single,20470,0,3,512774,North,Half Yearly,4,1
7003257,5188,5,21,Agent,Salaried,Graduate,Female,5,AVP,,Married,32423,1,,830029,West,Yearly,13,5
7003258,3653,18,7,Online,Small Business,Under Graduate,Female,5,Manager,4,Married,22831,0,4,536985,West,Yearly,3,5
7003259,3036,9,3,Agent,Salaried,Graduate,Male,2,Manager,6,Married,25299,0,4,418951,North,Monthly,5,1
7003260,6818,20,27,Agent,Small Business,Under Graduate,Female,4,AVP,4,Married,35883,0,3,784044,North,Half Yearly,8,1
7003261,6851,14,34,Agent,Salaried,Graduate,Male,5,AVP,4,Married,36060,0,3,1288063,North,Yearly,12,3
7003262,3686,4,11,Third Party Partner,Salaried,Post Graduate,Male,4,Manager,2,Single,23038,1,9,475504,West,Half Yearly,8,3
7003263,3015,6,18,Third Party Partner,Salaried,Graduate,Male,4,Manager,2,Married,23192,0,2,587917,West,Half Yearly,10,5
7003264,2944,15,18,Agent,Small Business,Under Graduate,Male,5,Manager,5,Married,22644,1,1,403290,West,Yearly,10,5
7003265,2875,14,6,Agent,Small Business,Under Graduate,Male,4,Manager,2,Married,23962,0,2,336426,North,Half Yearly,5,3
7003266,3589,4,22,Agent,Small Business,Under Graduate,Male,4,Manager,5,Married,23927,0,1,441453,West,Half Yearly,7,4
7003267,2393,5,2,Agent,Salaried,Graduate,Female,4,Manager,2,Married,23933,0,7,437974,North,Half Yearly,3,1
7003268,4630,28,14,Agent,Small Business,Under Graduate,Female,4,Executive,6,Married,21044,1,1,763897,North,Half Yearly,3,1
7003269,3552,18,18,Third Party Partner,Small Business,Under Graduate,Female,5,Executive,5,Single,20897,0,5,543531,West,Yearly,4,1
7003270,4476,27,13,Agent,Salaried,Graduate,Female,2,AVP,5,Married,34429,0,,720599,West,Monthly,3,1
7003271,6429,13,32,Agent,Salaried,Graduate,Male,4,AVP,4,Single,33836,0,,874322,West,Half Yearly,1,3
7003272,4852,24,15,Agent,Salaried,Graduate,Male,4,Senior Manager,4,Single,25539,1,2,538618,North,Half Yearly,3,3
7003273,5296,32,16,Agent,Salaried,Graduate,Male,4,Executive,6,Single,21185,0,6,1043361,West,Half Yearly,3,1
7003274,4765,24,14,Online,Salaried,Graduate,Female,4,Manager,2,Married,23825,1,1,686160,West,Half Yearly,3,1
7003275,4761,10,19,Agent,Salaried,Graduate,Male,4,Manager,4,Married,23804,0,10,899791,North,Half Yearly,3,3
7003276,2598,10,5,Agent,Salaried,Graduate,Female,4,Executive,2,Married,21652,1,4,316985,West,Half Yearly,3,3
7003277,4938,30,15,Agent,Small Business,Under Graduate,Male,5,Executive,4,Single,22446,1,2,558008,North,Yearly,3,4
7003278,4135,25,25,Agent,Small Business,Under Graduate,Female,4,Executive,4,Married,21763,0,5,421767,West,Half Yearly,1,5
7003279,3819,19,8,Agent,Small Business,Under Graduate,Male,2,Senior Manager,2,Married,25462,0,1,443039,West,Monthly,3,3
7003280,2956,6,6,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,4,Married,21112,1,9,576358,North,Half Yearly,8,4
7003281,2581,10,10,Agent,Salaried,Graduate,Male,4,Executive,5,Single,19850,0,3,397397,North,Half Yearly,1,3
7003282,3154,13,19,Online,Small Business,Under Graduate,Male,4,Executive,2,Single,21027,0,8,403718,North,Half Yearly,8,4
7003283,5279,16,21,Agent,Laarge Business,Engineer,Male,5,Executive,5,Married,21994,0,8,918469,North,Yearly,3,1
7003284,3591,14,22,Agent,Small Business,Under Graduate,Male,5,Manager,2,Married,22443,0,9,438087,West,Yearly,14,4
7003285,5868,18,29,Agent,Small Business,Under Graduate,Male,6,Senior Manager,2,Married,,0,4,751104,North,Yearly,1,5
7003286,3278,10,10,Agent,Small Business,Under Graduate,Male,2,Executive,5,Married,20485,0,8,350703,North,Monthly,14,1
7003287,3358,10,10,Third Party Partner,Small Business,Under Graduate,Male,6,Manager,2,Married,27982,0,4,352573,West,Yearly,4,1
7003288,4491,27,22,Agent,Salaried,Graduate,Female,5,Executive,2,Married,21386,0,3,875757,West,Yearly,8,4
7003289,3524,21,21,Agent,Salaried,Graduate,Male,4,Executive,2,Married,20732,1,2,352444,West,Half Yearly,3,1
7003290,3950,16,8,Agent,Salaried,Graduate,Female,2,Senior Manager,2,Married,26336,1,12,414792,North,Monthly,8,4
7003291,4210,13,13,Third Party Partner,Small Business,Under Graduate,Male,5,Executive,2,Single,23387,1,1,484111,North,Yearly,5,3
7003292,5261,26,21,Agent,Small Business,Under Graduate,Male,4,Manager,2,Married,26304,1,3,741773,North,Half Yearly,9,3
7003293,3429,3,21,Agent,Small Business,Under Graduate,Male,2,Executive,4,Married,22858,0,1,562307,North,Monthly,5,1
7003294,3324,20,20,Agent,Small Business,Diploma,Male,4,Senior Manager,4,Single,27698,0,8,432089,West,Half Yearly,8,5
7003295,2143,11,6,Agent,Small Business,Under Graduate,Female,4,Executive,4,Married,21431,0,1,355755,West,Half Yearly,3,5
7003296,2296,5,2,Agent,Salaried,Graduate,Female,4,Manager,2,Single,22959,0,2,355865,West,Half Yearly,8,4
7003297,2921,15,9,Online,Salaried,Graduate,Male,5,Senior Manager,4,Married,,0,2,379665,North,Yearly,5,1
7003298,2201,4,4,Agent,Salaried,MBA,Male,6,Executive,4,Married,20012,0,1,325795,West,Yearly,1,1
7003299,3139,6,19,Third Party Partner,Salaried,Graduate,Male,6,AVP,4,Married,,0,2,439502,West,Yearly,11,5
7003300,2491,10,12,Agent,Small Business,Under Graduate,Male,6,Executive,4,Married,20762,0,3,336344,North,Yearly,3,3
7003301,4923,5,10,Agent,Large Business,Engineer,Female,5,AVP,5,Single,35161,0,3,654698,West,Yearly,7,3
7003302,3502,21,11,Third Party Partner,Salaried,Graduate,Male,4,Executive,4,Married,21890,0,2,497341,West,Half Yearly,4,1
7003303,2193,4,11,Agent,Salaried,Graduate,Male,4,Executive,4,Married,21934,0,1,318043,North,Half Yearly,4,5
7003304,4729,28,5,Online,Salaried,MBA,Male,6,Manager,5,Married,24887,0,4,718737,West,Yearly,3,5
7003305,4245,21,4,Agent,Salaried,Graduate,Female,4,Manager,6,Married,24973,1,5,530676,North,Half Yearly,1,1
7003306,5367,27,27,Agent,Small Business,Under Graduate,Male,4,Executive,6,Married,22364,0,8,681655,North,Half Yearly,3,4
7003307,2642,11,5,Agent,Salaried,Graduate,Male,4,Manager,5,Single,24019,0,1,285346,West,Half Yearly,10,4
7003308,3548,21,21,Agent,Salaried,Graduate,Male,4,Manager,4,Married,25340,0,5,670496,West,Half Yearly,8,5
7003309,2771,3,14,Agent,Salaried,Graduate,Male,4,Executive,2,Married,21319,0,2,315948,West,Half Yearly,9,1
7003310,3984,20,12,Online,Small Business,Diploma,Male,4,Manager,5,Married,23435,0,4,657352,West,Half Yearly,1,1
7003311,5189,26,26,Agent,Salaried,Graduate,Male,4,Senior Manager,2,Married,28825,1,3,586301,North,Half Yearly,4,3
7003312,5902,12,24,Agent,Small Business,Diploma,Male,5,Manager,6,Married,24591,1,9,1139055,North,Yearly,3,1
7003313,6298,13,38,Agent,Salaried,Graduate,Male,6,Manager,5,Single,25192,0,8,1139938,West,Yearly,1,3
7003314,5220,26,26,Agent,Small Business,Under Graduate,Female,4,Executive,5,Single,21752,0,5,1028435,West,Half Yearly,3,3
7003315,3317,3,20,Third Party Partner,Large Business,Engineer,Female,4,Manager,2,Single,23695,0,1,497595,East,Half Yearly,5,1
7003316,3490,10,10,Online,Salaried,Graduate,Male,4,Manager,2,Married,24929,1,3,607270,North,Half Yearly,9,5
7003317,7017,28,14,Agent,Salaried,Graduate,Male,6,Senior Manager,4,Married,28067,0,4,1361250,North,Yearly,3,3
7003318,5361,32,16,Agent,Small Business,Under Graduate,Male,4,VP,5,Single,38290,0,6,836254,West,Half Yearly,9,4
7003319,6207,12,31,Agent,Salaried,Graduate,Female,6,Senior Manager,4,Married,28213,0,16,806892,West,Yearly,4,1
7003320,3280,3,16,Third Party Partner,Large Business,Engineer,Female,5,Executive,6,Single,23425,0,3,537838,North,Yearly,8,3
7003321,4738,9,28,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,2,Married,20602,0,1,772369,West,Half Yearly,2,4
7003322,4334,22,26,Third Party Partner,Salaried,MBA,Female,5,Executive,2,Married,20637,0,2,632730,North,Yearly,3,5
7003323,3484,21,3,Agent,Large Business,Engineer,Male,4,Manager,4,Married,26803,0,6,376314,West,Half Yearly,3,5
7003324,4380,18,4,Agent,Small Business,Under Graduate,Female,4,Executive,2,Single,21902,0,7,547550,North,Half Yearly,5,4
7003325,4243,21,8,Agent,Small Business,Diploma,Female,6,Executive,5,Single,21217,0,3,462531,West,Yearly,3,1
7003326,2970,15,9,Third Party Partner,Salaried,Graduate,Male,2,Manager,4,Single,24751,1,2,564323,North,Monthly,3,3
7003327,4607,18,28,Agent,Small Business,Diploma,Male,5,Senior Manager,6,Married,25597,0,9,479176,North,Yearly,8,1
7003328,2567,8,15,Agent,Small Business,Under Graduate,Male,2,Executive,2,Married,21389,1,6,492803,North,Monthly,3,1
7003329,2832,11,14,Online,Small Business,Diploma,Female,4,Manager,5,Single,23604,0,1,422040,North,Half Yearly,8,1
7003330,5511,11,28,Agent,Small Business,Diploma,Female,4,Manager,2,Single,22964,0,7,881818,North,Half Yearly,5,4
7003331,6755,20,27,Agent,Salaried,Graduate,Female,4,Senior Manager,6,Single,27021,1,2,959246,North,Half Yearly,1,5
7003332,3767,11,15,Third Party Partner,Small Business,Under Graduate,Female,5,Executive,5,Married,20925,0,1,685503,North,Yearly,6,3
7003333,6122,24,12,Agent,Small Business,Diploma,Male,4,Senior Manager,4,Married,26618,0,1,1022397,North,Half Yearly,1,5
7003334,4319,4,9,Agent,Laarge Business,Engineer,Female,5,Executive,6,Married,20566,0,4,777395,North,Yearly,1,4
7003335,5225,16,31,Agent,Salaried,Graduate,Male,2,Manager,4,Married,23751,0,2,762882,West,Monthly,8,1
7003336,2965,6,6,Online,Laarge Business,Engineer,Male,4,Executive,5,Single,21175,0,1,453569,North,Half Yearly,8,3
7003337,2669,8,13,Agent,Small Business,Under Graduate,Male,6,Manager,2,Married,24268,1,4,531227,West,Yearly,1,5
7003338,3970,4,16,Third Party Partner,Laarge Business,Engineer,Male,5,Executive,4,Married,20894,1,12,655027,West,Yearly,1,5
7003339,3183,19,6,Agent,Small Business,Under Graduate,Male,4,Executive,5,Married,21223,0,2,397931,West,Half Yearly,5,1
7003340,6749,40,7,Agent,Small Business,Under Graduate,Male,5,VP,6,Married,37495,0,1,944874,West,Yearly,1,5
7003341,2151,2,9,Online,Laarge Business,Engineer,Male,4,Manager,5,Married,21512,0,3,283958,West,Half Yearly,8,1
7003342,2697,16,8,Agent,Salaried,Graduate,Male,4,Executive,6,Married,20746,0,7,318244,North,Half Yearly,5,5
7003343,4716,28,28,Online,Salaried,Graduate,Male,4,Manager,4,Married,22458,1,8,726292,West,Half Yearly,8,1
7003344,7856,47,16,Online,Small Business,Under Graduate,Female,5,AVP,4,Married,,1,9,1154759,West,Yearly,3,1
7003345,3079,9,18,Agent,Salaried,Graduate,Male,4,Executive,2,Single,21996,0,7,409566,North,Half Yearly,9,1
7003346,5877,18,24,Agent,Salaried,Graduate,Female,6,Manager,2,Single,24486,0,9,869743,West,Yearly,3,1
7003347,2959,12,3,Agent,Small Business,Diploma,Male,4,Executive,5,Single,21136,0,4,396511,West,Half Yearly,1,5
7003348,4432,4,9,Agent,Salaried,Post Graduate,Female,5,Executive,4,Married,22159,0,1,616020,West,Yearly,5,3
7003349,4588,18,9,Agent,Small Business,Under Graduate,Female,4,Executive,6,Married,20855,1,1,674451,North,Half Yearly,1,3
7003350,3350,13,10,Agent,Small Business,Diploma,Female,5,Manager,2,Married,23925,0,3,589512,North,Yearly,8,3
7003351,6946,7,28,Agent,Large Business,Engineer,Female,4,Senior Manager,4,Married,,0,14,1132208,West,Half Yearly,3,4
7003352,4529,5,9,Agent,Small Business,Diploma,Male,5,Manager,5,Married,22646,0,5,869606,West,Yearly,4,4
7003353,6046,30,24,Agent,Small Business,Under Graduate,Male,4,VP,2,Married,37785,1,3,985433,West,Half Yearly,3,1
7003354,4552,9,23,Agent,Salaried,Graduate,Male,4,Senior Manager,6,Married,26778,1,5,505301,West,Half Yearly,8,5
7003355,3120,16,16,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,5,Married,20799,1,2,517895,West,Half Yearly,4,3
7003356,2703,14,14,Agent,Salaried,Post Graduate,Male,4,Manager,5,Married,22528,0,2,464978,West,Half Yearly,8,3
7003357,5339,27,16,Agent,Salaried,Graduate,Male,4,Manager,2,Single,24270,1,4,977110,West,Half Yearly,8,5
7003358,4320,17,9,Agent,Salaried,Graduate,Male,2,Executive,6,Married,21600,0,3,660960,West,Monthly,7,3
7003359,2460,12,15,Agent,Salaried,Graduate,Male,4,Executive,2,Married,20501,0,1,263233,West,Half Yearly,4,1
7003360,6384,38,32,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4,Single,,0,8,644804,North,Half Yearly,3,3
7003361,5819,23,6,Online,Salaried,Graduate,Male,5,Manager,5,Single,26448,0,2,1140438,North,Yearly,3,4
7003362,4585,18,18,Agent,Salaried,Graduate,Female,4,Executive,6,Married,21834,0,9,880347,West,Half Yearly,3,4
7003363,4079,12,16,Agent,Small Business,Under Graduate,Male,2,Manager,6,Married,23995,0,2,432390,North,Monthly,1,4
7003364,3875,12,12,Online,Small Business,Under Graduate,Male,4,Manager,2,Married,24219,0,2,755633,West,Half Yearly,8,3
7003365,2315,2,12,Online,Salaried,MBA,Male,4,Executive,5,Married,21049,0,1,414455,North,Half Yearly,9,3
7003366,5475,16,11,Third Party Partner,Salaried,Graduate,Male,4,Manager,6,Married,23803,0,7,996394,North,Half Yearly,8,3
7003367,5214,5,21,Agent,Small Business,Under Graduate,Male,4,Manager,6,Single,22670,0,3,583979,West,Half Yearly,9,4
7003368,4517,5,9,Third Party Partner,Salaried,Graduate,Male,4,Manager,2,Married,22584,0,2,808507,West,Half Yearly,3,3
7003369,3343,17,10,Online,Salaried,Graduate,Male,4,Executive,4,Single,20895,0,5,518196,West,Half Yearly,3,3
7003370,5319,21,32,Agent,Salaried,Graduate,Male,2,Manager,5,Single,25327,0,1,579735,West,Monthly,3,5
7003371,6648,20,7,Agent,Small Business,Diploma,Female,4,Senior Manager,4,Married,28904,1,7,897469,West,Half Yearly,6,1
7003372,4781,29,29,Agent,Small Business,Under Graduate,Female,4,Senior Manager,4,Single,28124,0,4,626321,North,Half Yearly,3,4
7003373,4327,26,26,Agent,Small Business,Under Graduate,Female,4,Executive,5,Married,20605,1,7,662039,North,Half Yearly,5,3
7003374,2738,8,3,Agent,Small Business,Under Graduate,Female,4,Manager,5,Married,27383,0,3,528492,North,Half Yearly,8,3
7003375,4495,27,22,Agent,Salaried,Graduate,Female,4,Manager,2,Married,24970,0,13,741609,West,Half Yearly,4,3
7003376,2526,8,15,Agent,Large Business,Engineer,Male,2,Manager,4,Married,25256,0,2,305598,North,Monthly,9,1
7003377,2778,11,14,Online,Small Business,Under Graduate,Male,4,AVP,5,Married,25256,0,3,522294,West,Half Yearly,15,4
7003378,4232,13,21,Agent,Small Business,Under Graduate,Male,6,Executive,4,Married,21162,0,2,579839,North,Yearly,4,1
7003379,6046,24,36,Agent,Salaried,Graduate,Female,5,Senior Manager,5,Married,28790,1,12,785967,North,Yearly,11,4
7003380,2978,6,3,Agent,Salaried,Graduate,Female,4,Manager,6,Married,22905,0,9,586597,West,Half Yearly,8,1
7003381,4556,5,14,Agent,Small Business,Under Graduate,Female,4,Manager,2,Married,25311,0,4,455598,North,Half Yearly,8,3
7003382,6743,34,7,Third Party Partner,Small Business,Diploma,Female,4,Senior Manager,6,Married,28094,0,8,815850,North,Half Yearly,3,1
7003383,4410,9,18,Agent,Small Business,Under Graduate,Female,4,Executive,6,Married,22048,0,3,515923,North,Half Yearly,3,1
7003384,2863,14,3,Agent,Small Business,Diploma,Female,6,Manager,2,Married,23862,1,4,475331,North,Yearly,4,3
7003385,3240,19,3,Agent,Small Business,Under Graduate,Male,4,Manager,2,Single,23141,0,2,479482,West,Half Yearly,3,1
7003386,3767,19,8,Third Party Partner,Salaried,Graduate,Male,4,AVP,4,Married,34244,1,,670498,West,Half Yearly,3,1
7003387,4793,10,14,Online,Small Business,Under Graduate,Fe male,4,Executive,4,Single,19971,0,4,508062,West,Half Yearly,1,5
7003388,2998,18,15,Agent,Salaried,MBA,Male,2,Executive,6,Married,21413,0,9,317769,West,Monthly,1,1
7003389,3743,15,11,Agent,Salaried,MBA,Male,5,Executive,6,Married,20792,1,7,636235,West,Yearly,1,5
7003390,3778,15,4,Online,Salaried,Graduate,Female,4,Manager,4,Married,23611,0,2,642219,North,Half Yearly,8,1
7003391,6101,31,6,Agent,Salaried,Post Graduate,Female,4,Manager,5,Married,25419,1,10,1079799,North,Half Yearly,1,4
7003392,3137,19,13,Third Party Partner,Salaried,Graduate,Male,4,Manager,2,Married,24132,0,1,614883,North,Half Yearly,8,3
7003393,4167,21,8,Third Party Partner,Salaried,Graduate,Female,4,Executive,2,Single,20836,1,8,679254,West,Half Yearly,3,1
7003394,5122,5,5,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,2,Married,22269,0,8,650477,West,Half Yearly,11,3
7003395,5776,29,35,Third Party Partner,Small Business,Diploma,Male,4,Manager,2,Single,23105,0,3,837556,North,Half Yearly,1,3
7003396,4920,20,5,Online,Laarge Business,Engineer,Male,4,Executive,4,Married,21393,0,5,511721,West,Half Yearly,4,4
7003397,2467,15,12,Agent,Salaried,Graduate,Female,4,Executive,4,Single,20562,0,1,454009,North,Half Yearly,1,3
7003398,5948,18,30,Agent,Salaried,Graduate,Male,4,Senior Manager,2,Married,27035,0,7,1005161,West,Half Yearly,8,1
7003399,3174,3,6,Online,Salaried,Graduate,Male,4,Executive,2,Married,21163,0,6,561878,West,Half Yearly,3,4
7003400,6210,31,25,Agent,Salaried,Graduate,Male,6,Manager,4,Married,24841,0,16,906697,North,Yearly,7,5
7003401,3812,8,4,Agent,Salaried,Graduate,Male,4,Executive,4,Single,22425,0,2,545152,West,Half Yearly,1,1
7003402,7091,28,43,Agent,Small Business,Diploma,Male,5,Manager,5,Single,28364,1,14,914739,West,Yearly,3,1
7003403,6336,32,19,Agent,Large Business,Engineer,Female,2,AVP,6,Married,,0,4,969469,West,Monthly,9,3
7003404,4619,5,28,Agent,Small Business,Under Graduate,Female,5,Manager,4,Married,21997,0,3,711383,West,Yearly,9,1
7003405,4040,20,4,Agent,Small Business,Under Graduate,Male,5,Executive,5,Married,21261,0,2,504949,West,Yearly,1,3
7003406,4542,27,5,Agent,Small Business,Under Graduate,Female,5,VP,4,Married,37849,0,11,763036,West,Yearly,15,3
7003407,7243,22,22,Agent,Salaried,Graduate,Male,5,VP,5,Married,38122,0,4,738804,North,Yearly,10,3
7003408,3970,20,20,Third Party Partner,Salaried,Graduate,Male,5,Executive,2,Single,20896,1,2,484369,North,Yearly,1,3
7003409,4123,4,21,Agent,Salaried,Graduate,Female,4,Senior Manager,5,Married,25771,0,2,692724,North,Half Yearly,8,1
7003410,4182,21,4,Third Party Partner,Salaried,Graduate,Female,5,Executive,6,Married,23231,0,7,522698,North,Yearly,4,4
7003411,4695,14,19,Agent,Salaried,Post Graduate,Male,4,Manager,2,Married,22359,0,1,807607,West,Half Yearly,3,5
7003412,2957,6,6,Agent,Laarge Business,Engineer,Male,5,Executive,2,Married,21119,0,3,538112,North,Yearly,5,5
7003413,4263,9,13,Agent,Small Business,Under Graduate,Female,4,Executive,5,Married,21313,0,3,596764,North,Half Yearly,1,1
7003414,4298,26,13,Agent,Small Business,UG,Male,4,Executive,2,Single,19538,0,2,455626,West,Half Yearly,1,5
7003415,5232,31,10,Agent,Salaried,Graduate,Male,4,Executive,5,Single,20929,1,8,716818,North,Half Yearly,1,3
7003416,6033,36,12,Agent,Large Business,Engineer,Female,5,Manager,4,Married,24130,1,2,929005,North,Yearly,8,1
7003417,5664,28,34,Agent,Salaried,Graduate,Male,4,Manager,4,Married,22654,0,3,1019430,West,Half Yearly,3,5
7003418,3944,16,12,Agent,Salaried,Graduate,Male,4,Senior Manager,2,Married,28170,1,2,508750,North,Half Yearly,1,4
7003419,4309,4,22,Agent,Salaried,Graduate,Male,4,Executive,6,Single,20519,0,5,530006,West,Half Yearly,3,4
7003420,2729,14,8,Agent,Small Business,Under Graduate,Male,4,Manager,6,Married,22741,1,3,392964,North,Half Yearly,5,3
7003421,3254,16,10,Agent,Salaried,Post Graduate,Female,5,Manager,5,Married,23245,1,2,624826,West,Yearly,3,1
7003422,5603,34,17,Agent,Salaried,Graduate,Female,5,Manager,2,Married,24363,0,2,857334,North,Yearly,9,4
7003423,4245,25,4,Third Party Partner,Salaried,MBA,Male,5,Manager,2,Single,22343,0,2,534891,North,Yearly,9,3
7003424,3528,14,18,Agent,Salaried,Graduate,Male,4,AVP,6,Married,35280,0,2,575064,North,Half Yearly,17,3
7003425,3850,23,23,Agent,Salaried,Graduate,Female,5,Executive,4,Married,21390,1,3,666085,West,Yearly,1,4
7003426,3744,11,11,Agent,Small Business,Under Graduate,Female,2,Manager,4,Single,24957,0,9,595224,West,Monthly,8,1
7003427,6414,38,19,Third Party Partner,Small Business,Under Graduate,Female,4,AVP,2,Married,35631,0,5,1180099,West,Half Yearly,8,5
7003428,5873,12,12,Agent,Salaried,Graduate,Male,2,Manager,6,Married,23490,0,5,734063,North,Monthly,3,3
7003429,3530,11,18,Online,Laarge Business,Engineer,Male,6,Executive,6,Married,20764,1,1,473004,West,Yearly,1,3
7003430,2315,12,2,Agent,Salaried,Graduate,Male,4,Executive,2,Single,21044,0,2,381949,North,Half Yearly,1,3
7003431,4314,17,26,Agent,Small Business,Diploma,Male,5,Manager,5,Married,23964,0,1,841136,West,Yearly,4,4
7003432,2742,8,5,Agent,Small Business,Diploma,Female,4,Manager,5,Married,22850,0,4,394848,West,Half Yearly,5,3
7003433,4135,12,12,Agent,Small Business,Under Graduate,Male,4,Senior Manager,6,Married,,0,1,421734,West,Half Yearly,8,3
7003434,5509,11,22,Agent,Small Business,Under Graduate,Female,4,Manager,2,Married,25040,1,3,666565,West,Half Yearly,5,1
7003435,3453,3,7,Agent,Small Business,Under Graduate,Female,5,Manager,2,Married,26560,1,7,548995,North,Yearly,2,3
7003436,2917,12,6,Agent,Small Business,Under Graduate,Female,2,Executive,4,Married,22435,0,1,309154,North,Monthly,3,5
7003437,2520,5,10,Third Party Partner,Salaried,Post Graduate,Male,2,Executive,2,Married,21001,0,1,441021,North,Monthly,8,4
7003438,5964,6,6,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,4,Single,23856,0,3,667968,West,Half Yearly,4,1
7003439,5268,5,26,Agent,Small Business,Diploma,Male,4,Manager,4,Single,23944,0,13,805955,West,Half Yearly,10,1
7003440,3794,4,4,Third Party Partner,Salaried,Graduate,Male,5,Manager,2,Married,25291,1,2,474206,West,Yearly,8,1
7003441,2346,7,5,Third Party Partner,Laarge Business,Engineer,Male,2,Executive,6,Single,19548,0,4,375322,West,Monthly,1,3
7003442,4355,22,9,Online,Salaried,Graduate,Female,6,Manager,4,Married,24193,0,2,465957,West,Yearly,3,5
7003443,5171,5,10,Agent,Laarge Business,Engineer,Male,4,Executive,5,Married,20683,0,5,853174,West,Half Yearly,3,4
